Arrival Delay (Minutes),destinationstate_0,destinationstate_1,destinationstate_2,destinationlatitude,destinationlongitude,originstate_0,originstate_1,originstate_2,originstate_3,originstate_4,originstate_5,originstate_6,originlatitude,originlongitude,Month,Day,Scheduled Arrival Hour,Scheduled Arrival Minute,Weekdaynum,xs,ys,Month_sin,Month_cos,Day_sin,Day_cos,Weekdaynum_sin,Weekdaynum_cos,HS_Dist,Delayed?,Carrier Code_AA,Carrier Code_DL,Carrier Code_OO,Carrier Code_UA,Carrier Code_WN,Destination Airport_ATL,Destination Airport_DFW,Destination Airport_LAX,Destination Airport_ORD
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,15,17,21,6,-0.985556059,-0.169349504,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,0,1,0,0,0,0,1,0,0,0
5,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,15,19,30,6,-0.923879533,0.382683432,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
36,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,15,14,48,6,-0.669130606,-0.743144825,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,15,20,42,6,-0.760405966,0.649448048,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,0,1,0,0,0,0,1,0,0,0
16,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,15,23,4,6,-0.241921896,0.970295726,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
24,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,15,18,57,6,-0.96923091,0.246153293,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
11,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,15,10,16,6,0.438371147,-0.898794046,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
-13,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,15,16,23,6,-0.911762044,-0.410718853,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,0,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,7,15,23,57,6,-0.013089596,0.999914328,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,0,1,0,0,0,0,1,0,0,0
10,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,15,23,51,6,-0.039259816,0.999229036,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,15,22,26,6,-0.398749069,0.917060074,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,0,1,0,0,0,0,1,0,0,0
22,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,15,19,58,6,-0.870355696,0.49242356,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
1,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,15,10,33,6,0.370557438,-0.928809553,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
24,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,15,23,43,6,-0.07410849,0.997250185,-0.5,-0.866025404,0.101168322,-0.994869323,-2.45E-16,1,0,1,1,0,0,0,0,1,0,0,0
25,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,16,17,36,0,-0.994521895,-0.104528463,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
7,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,16,9,19,0,0.64612398,-0.76323247,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
4,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,16,11,32,0,0.121869343,-0.992546152,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
10,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,7,16,15,27,0,-0.785316931,-0.619093949,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,16,11,44,0,0.069756474,-0.99756405,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
16,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,16,16,9,0,-0.884987637,-0.46561452,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
-7,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,16,23,21,0,-0.169349504,0.985556059,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
25,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,16,22,2,0,-0.49242356,0.870355696,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,16,14,30,0,-0.608761429,-0.79335334,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
-13,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,16,6,17,0,0.997250185,-0.07410849,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
-3,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,16,13,30,0,-0.382683432,-0.923879533,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,16,12,21,0,-0.091501619,-0.995804928,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
10,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,16,20,37,0,-0.774392644,0.632705329,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
23,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,7,16,19,7,0,-0.957571361,0.288196268,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,16,17,21,0,-0.985556059,-0.169349504,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
6,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,16,19,30,0,-0.923879533,0.382683432,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,16,10,55,0,0.279829014,-0.960049854,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,16,14,48,0,-0.669130606,-0.743144825,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
5,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,16,18,57,0,-0.96923091,0.246153293,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,16,10,16,0,0.438371147,-0.898794046,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
-24,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,16,12,46,0,-0.199367934,-0.979924705,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
15,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,7,16,16,26,0,-0.917060074,-0.398749069,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
17,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,16,22,26,0,-0.398749069,0.917060074,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,16,19,58,0,-0.870355696,0.49242356,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
18,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,16,22,56,0,-0.275637356,0.961261696,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
6,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,16,10,33,0,0.370557438,-0.928809553,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
32,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,16,23,43,0,-0.07410849,0.997250185,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,1,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,16,9,17,0,0.652759752,-0.757564984,-0.5,-0.866025404,-0.101168322,-0.994869323,0,1,0,0,1,0,0,0,0,1,0,0,0
9,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,17,17,36,1,-0.994521895,-0.104528463,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
8,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,17,9,19,1,0.64612398,-0.76323247,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,17,11,32,1,0.121869343,-0.992546152,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
19,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,7,17,15,27,1,-0.785316931,-0.619093949,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-1,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,17,11,44,1,0.069756474,-0.99756405,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
2,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,17,16,9,1,-0.884987637,-0.46561452,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
33,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,17,23,21,1,-0.169349504,0.985556059,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-25,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,17,14,30,1,-0.608761429,-0.79335334,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,17,6,17,1,0.997250185,-0.07410849,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,17,13,30,1,-0.382683432,-0.923879533,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,17,12,21,1,-0.091501619,-0.995804928,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-15,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,17,20,37,1,-0.774392644,0.632705329,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
6,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,7,17,19,7,1,-0.957571361,0.288196268,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-8,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,17,17,21,1,-0.985556059,-0.169349504,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-11,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,17,19,30,1,-0.923879533,0.382683432,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
28,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,17,10,55,1,0.279829014,-0.960049854,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-1,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,17,14,48,1,-0.669130606,-0.743144825,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,17,18,57,1,-0.96923091,0.246153293,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-22,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,17,10,16,1,0.438371147,-0.898794046,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-9,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,17,12,46,1,-0.199367934,-0.979924705,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-29,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,17,16,23,1,-0.911762044,-0.410718853,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,7,17,23,57,1,-0.013089596,0.999914328,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
11,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,17,23,51,1,-0.039259816,0.999229036,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
26,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,17,22,26,1,-0.398749069,0.917060074,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,17,21,46,1,-0.551936985,0.833885822,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-12,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,17,19,58,1,-0.870355696,0.49242356,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
21,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,17,22,56,1,-0.275637356,0.961261696,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
20,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,17,10,33,1,0.370557438,-0.928809553,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-3,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,17,23,43,1,-0.07410849,0.997250185,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
2,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,17,9,17,1,0.652759752,-0.757564984,-0.5,-0.866025404,-0.299363123,-0.954139256,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,18,17,36,2,-0.994521895,-0.104528463,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,18,9,19,2,0.64612398,-0.76323247,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,18,11,32,2,0.121869343,-0.992546152,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
11,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,7,18,15,27,2,-0.785316931,-0.619093949,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-14,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,18,11,44,2,0.069756474,-0.99756405,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
29,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,18,23,21,2,-0.169349504,0.985556059,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-21,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,18,22,2,2,-0.49242356,0.870355696,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-16,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,18,14,30,2,-0.608761429,-0.79335334,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-11,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,18,6,17,2,0.997250185,-0.07410849,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,18,13,30,2,-0.382683432,-0.923879533,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
22,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,18,12,21,2,-0.091501619,-0.995804928,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,18,20,37,2,-0.774392644,0.632705329,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
7,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,7,18,19,7,2,-0.957571361,0.288196268,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,18,17,21,2,-0.985556059,-0.169349504,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,18,10,55,2,0.279829014,-0.960049854,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
26,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,18,14,48,2,-0.669130606,-0.743144825,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-23,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,18,20,42,2,-0.760405966,0.649448048,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-15,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,18,23,4,2,-0.241921896,0.970295726,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-24,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,18,18,57,2,-0.96923091,0.246153293,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,18,10,16,2,0.438371147,-0.898794046,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,7,18,12,46,2,-0.199367934,-0.979924705,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,18,16,23,2,-0.911762044,-0.410718853,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-13,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,7,18,23,57,2,-0.013089596,0.999914328,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
26,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,18,21,53,2,-0.526213924,0.850352225,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,18,21,46,2,-0.551936985,0.833885822,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
2,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,18,19,58,2,-0.870355696,0.49242356,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
3,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,7,18,22,56,2,-0.275637356,0.961261696,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-1,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,18,10,33,2,0.370557438,-0.928809553,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
35,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,18,23,43,2,-0.07410849,0.997250185,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-8,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,18,9,17,2,0.652759752,-0.757564984,-0.5,-0.866025404,-0.485301963,-0.874346616,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-8,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,19,17,36,3,-0.994521895,-0.104528463,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,19,9,19,3,0.64612398,-0.76323247,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
5,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,7,19,11,32,3,0.121869343,-0.992546152,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,1,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,7,19,15,27,3,-0.785316931,-0.619093949,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-2,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,7,19,11,44,3,0.069756474,-0.99756405,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,7,19,16,9,3,-0.884987637,-0.46561452,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,19,22,2,3,-0.49242356,0.870355696,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,7,19,14,30,3,-0.608761429,-0.79335334,-0.5,-0.866025404,-0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
